Pussy Riot,HATEFUCK
Blur,The Great Escape (Special Edition)
Lump,Animal
Gorillaz,Plastic Beach
Little Simz,Drop 6
Fever Ray,Plunge
Arctic Monkeys,Humbug
Arctic Monkeys,Favourite Worst Nightmare (Standard Version)
clipping. and Blectum from Blechdom,REMXNG 2.3
Jessica Curry,Dear Esther (Original Game Soundtrack)
Harold Budd,The Pavilion Of Dreams
Arctic Monkeys,Suck It and See
American Football,American Football (LP3)
Soda Stereo,Nada Personal (Remastered)
St. Vincent,MASSEDUCTION
Chairlift,Does You Inspire You
clipping.,CLPPNG
Gerard Way,Hesitant Alien
Gerard Way,Pinkish / Don't Try
Kevin Devine,Matter Of Time
Laura Marling,Song For Our Daughter
Elton John,Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe)
Elton John,Goodbye Yellow Brick Road (Remastered)
Suzanne Vega,Solitude Standing
clipping.,REMXNG 2.2
clipping.,REMXNG 2.1
Bérurier Noir,Chant des meutes (Live)
Japanese Breakfast,Jubilee
Muse,The Resistance
Machine Girl,WLFGRL
Laura Jane Grace,Stay Alive
Boy Harsher,Country Girl Uncut
Natalia Lafourcade,Tierra Querida
Travis Morrison,Travistan
Samia,Kill Her Freak Out
Cyber Intima 現実,NOW THAT'S WHAT I CALL VAPORWAVE
Arctic Monkeys,There’d Better Be a Mirrorball
Throbbing Gristle,20 Jazz Funk Greats (Remastered)
Mark Korven,The Lighthouse (Original Motion Picture Soundtrack)
Bon Iver,ii
Wild Pink,A Billion Little Lights
Mal Blum,Pity Boy
Arcade Fire,The Suburbs
MIMIDEATH,FOAR EVERYWUN FRUM MIMI
MIMIDEATH,Effective. Power
Angel Olsen,All Mirrors
Laura Jane Grace & the Devouring Mothers,Bought to Rot
The Antlers,Hospice
Emma Ruth Rundle,The Helm of Sorrow
The xx,xx
my bloody valentine,m b v
Little Dragon,Opening The Door
Death Cab for Cutie,Asphalt Meadows
The Cure,4:13 Dream
The Cure,Three Imaginary Boys (Deluxe Edition)
EKKSTACY,i just want to hide my face
The Mountain Goats,Bleed Out
Boy Harsher,Burn It Down
Brand New,Deja Entendu
David Tennant,Late Night Tales: Ólafur Arnalds
Algiers,Bite Back
Paul Simon,Graceland
Bon Iver,Blood Bank
Momoko Kikuchi,Adventure
MIMIDEATH,snow
Machine Girl,RePorpoised Phantasies
Kero Kero Bonito,Time 'n' Place
Satanicpornocultshop,Arkhaiomelisidonophunikheratos
Mort Garson,Didn't You Hear?
Lamp,ランプ幻想
Sweet Trip,Velocity: Design: Comfort.
Algiers,Algiers
Mary Lattimore,Silver Ladders
Weyes Blood,It's Not Just Me It's Everybody
Kero Kero Bonito,Bonito Generation
mewithoutYou,Other Stories
Alice Glass,PREY//IV
Mobina Galore,Don't Worry
Rammstein,RAMMSTEIN
Riz Ahmed,The Long Goodbye
Those Poor Bastards,The Plague
Kate Bush,The Dreaming
Swet Shop Boys,Sufi La
The Front Bottoms,Talon of the Hawk
mewithoutYou,I Never Said That I Was Brave
Sophie,Just Like We Never Said Goodbye
Gabby's World,Year of the Rabbit
Colin Stetson,All This I Do For Glory
Laura Jane Grace,At War With The Silverfish
Wild Pink,Hold My Hand
mewithoutYou,Pale Horses
Greg Brown,Further In
Orville Peck,Pony
José González,In Our Nature
Beach House,Depression Cherry
Turnstile,GLOW ON
Talking Heads,Remain In Light (Deluxe Version)
Soda Stereo,Canción Animal (Remastered)
Blur,Blur: The Best Of
The Dreadnoughts,Polka's Not Dead
My Chemical Romance,The Mad Gear and Missile Kid EP
The National,Weird Goodbyes (feat. Bon Iver)
My Chemical Romance,Life on the Murder Scene
My Chemical Romance,Welcome To The Black Parade
My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys
Anaïs Mitchell,The Brightness
Amanda Palmer,There Will Be No Intermission
The 1975,I'm in Love with You
My Chemical Romance,I Brought You My Bullets You Brought Me Your Love
Anamanaguchi,S/S17
Rhythms Del Mundo,Rhythms Del Mundo Cuba
Modest Mouse,The Lonesome Crowded West
Matthewせいじ,Celeste B-Sides (Original Game Soundtrack)
Colin Stetson,never were the way she was
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown)
The Voidz,Alien Crime Lord
Fleet Foxes,Fleet Foxes
mewithoutYou,[untitled] e.p.
Joe Cocker,Cocker
Kim Petras,Slut Pop
Doja Cat,Planet Her
Emeline,STRUT
Ashnikko,DEMIDEVIL
Will Wood and the Tapeworms,SELF-iSH (2020 Remastered Version)
JPEGMAFIA,EP2!
Purity Ring,WOMB
Cymbals Eat Guitars,Pretty Years
Foals,Antidotes
Manchester Orchestra,The Gold (Phoebe Bridgers Version)
David Bowie,Hunky Dory (2015 Remaster)
CHVRCHES,Every Open Eye
Florence + the Machine,High as Hope
King Princess,Make My Bed
Pinegrove,Amperland NY
EKKSTACY,i want to die in your arms
DJ Perro,Marduk
Anamanaguchi,Everyday Everynight
Emel,Everywhere We Looked Was Burning
CrossRoad Panic,EP-Brouillon
Phoebe Bridgers,Stranger in the Alps
The 1975,IV EP
Kero Kero Bonito,The Sneaker Dance
Spiritualized,Everything Was Beautiful
Original Broadway Cast of Hadestown,Hadestown (Original Broadway Cast Recording)
Perfume,PLASMA
Grimes,Art Angels
Disasterpeace,Marcel The Shell With Shoes On (Original Motion Picture Soundtrack)
Anamanaguchi,Scott Pilgrim vs. the World: The Game (Original Videogame Soundtrack)
Usher,Confessions (Expanded Edition)
Magroove,B Cool (feat. Melanie Faye)
Mother Goose Club,Mother Goose Club Sings Nursery Rhymes Vol. 4: Row Row Row Your Rhyme
mewithoutYou,Catch for Us the Foxes
Disasterpeace,Bodies Bodies Bodies (Original Motion Picture Soundtrack)
Perfume Genius,IMMEDIATELY Remixes
Against Me!,Reinventing Axl Rose
Bright Eyes,I'm Wide Awake It's Morning (Remastered)
Hayley Williams,Simmer (Caroline Polachek Remix)
Charles Aznavour,Entre deux rêves (Remastered 2014)
Childish Gambino,Summer Pack
ROSALÍA,El Mal Querer
Metric,Black Sheep (Brie Larson Vocal Version)
Tears for Fears,The Hurting
Hovvdy,billboard for my feelings
Death Cab for Cutie,Here to Forever
Depeche Mode,Violator | The 12 Singles
Blur,13 (Special Edition)
Lena Raine,Celeste (Original Soundtrack)
TomppaBeats,Habits
Gulfer,Greetings / Barely
Bright Eyes,Down In The Weeds Where The World Once Was
Bright Eyes,I'm Wide Awake It's Morning
Kero Kero Bonito,It's Bugsnax!
Coldplay,Music of the Spheres
Sophie,Lemonade
A. L. Lloyd,An Evening With A. L. Lloyd
Right Away Great Captain!,The Church Of The Good Thief
Big Thief,U.F.O.F.
Bright Eyes,Old Soul Song (for the New World Order) [Companion Version]
Phoebe Bridgers,Kyoto (Bartees Strange Remix)
Anamanaguchi,Pop It
July Talk,Pray For it
Sam Smith,Love Goes
Weird Al Yankovic,The Hamilton Polka
Tears for Fears,Rule the World: The Greatest Hits
Yumi Kimura,Spirited Away Soundtrack
Gerard Way,Hazy Shade of Winter (feat. Ray Toro)
Nathan Evans,Wellerman (Sea Shanty)
Gorillaz,The Now Now
The Hoosiers,The Trick To Life
a-ha,Hunting High and Low
Arcade Fire,WE
Anamanaguchi,Water Resistant
Arctic Monkeys,AM
Porter Robinson,Nurture
Porter Robinson,Everything Goes On
Anamanaguchi,Stay Home
TomppaBeats,Harbor
MGMT,Little Dark Age
Quinn Christopherson,Raedeen
Quinn Christopherson,I am bubblegum
Quinn Christopherson,2005
Quinn Christopherson,Evelene
Quinn Christopherson,Thanks
Quinn Christopherson,Celine
Michael Abels,Nope (Original Motion Picture Soundtrack)
Pixies,Human Crime
Tristam,WLUWD
Dion Timmer,Internet Boy
Slime Girls,NO SUMMER NO CRY
C418,Minecraft - Volume Beta
Elvis Presley,Elvis' Golden Records
Winona Oak,Closure
Buffy the Vampire Slayer Cast,Once More With Feeling (Episode Soundtrack)
Snail Mail,Lush
The Proclaimers,Sunshine On Leith
Local Natives,Violet Street
Leonz,Among Us Trap Remix (Among Us Drip Theme)
Fleetwood Mac,Rumours
Lorde,Melodrama
The Postal Service,Give Up
The Cure,Wish
The 1975,Happiness
MGMT,Oracular Spectacular
MGMT,MGMT
Bobby McFerrin,The Collection
The Beach Boys,50 Big Ones: Greatest Hits
EKKSTACY,wish i was dead
Anamanaguchi,Power Supply
Blur,Think Tank (Special Edition)
Son Lux,Everything Everywhere All at Once (Original Motion Picture Soundtrack)
Spoon,Kill the Moonlight
Dr. Dog,B-Room (Deluxe Edition)
Dr. Dog,Shame Shame (Deluxe Edition)
The 1975,Part of the Band
jer,Ska Has Progressed Past the Need for Incels
Death Cab for Cutie,Narrow Stairs
Taylor Swift,folklore
Mitski,Be the Cowboy
Vanessa Carlton,Be Not Nobody
Florence + the Machine,Lungs
Half Waif,Probable Depths
Anamanaguchi,Hopes and Dreams
Anamanaguchi,Dreams
Anamanaguchi,Kei
Anamanaguchi,Styla
Porter Robinson,Get Your Wish (Anamanaguchi Remix)
Anamanaguchi,Vancouver
Anamanaguchi,Pixel Candle
Anamanaguchi,Jaime (feat. Jaime Brooks)
Perfume,COSMIC EXPLORER
Eichlers,My Checkered Future
The Velvet Underground,Loaded (2015 Remaster)
clipping.,CLBBNG
Beach House,Bloom
Iron & Wine,Around the Well
Christian Lee Hutson,The Version Suicides Vol. 1
Christian Lee Hutson,The Version Suicides Vol. 2
Purity Ring,Shrines X
Charles Mingus,Let My Children Hear Music
mewithoutYou,Ten Stories
Murder By Death,Spell/Bound
On Man,On Man
Christian Lee Hutson,Quitters
Interpol,Antics
Interpol,The Other Side of Make-Believe
Gulfer,Gulfer
The Count,A Series of Unfortunate Events Theme
Julien Baker,B-Sides
Ólafur Arnalds,Video Tape (From Surface)
Japanese Breakfast,Be Sweet (Korean Version)
Black Eyed Peas,The E.N.D. (The Energy Never Dies)
Gorillaz,Cracker Island (feat. Thundercat)
sineila,Mess
Kate Bush,Hounds of Love (2018 Remaster)
Chris Isaak,Heart Shaped World
Hiro Kone,Silvercoat the throng
M83,Saturdays = Youth
BROCKHAMPTON,SATURATION
Death Grips,The Money Store
Three Days Grace,One-X
Tomoko Aran,Fuyukukan
Little Dragon,Ritual Union
Chairlift,Moth
Owen,The Avalanche
George Michael,Ladies And Gentlemen... The Best Of George Michael
Quin,LUCID
Quin,crush
Lucy Dacus,In The Air Tonight
Teen Suicide,get high breathe underwater (#3)
ABBA,Voulez-Vous
Owen,The Avalanche Remixes
ConcernedApe,Stardew Valley (Original Game Soundtrack)
Weird Al Yankovic,Weird Al Yankovic
Right Away Great Captain!,The Eventually Home
Manchester Orchestra,I'm Like A Virgin Losing A Child
Bring Me the Horizon,POST HUMAN: SURVIVAL HORROR
Manchester Orchestra,A Black Mile to the Surface
Shura,Nothing's Real
Petal,Devinyl Splits Vol. 2: Kevin Devine & Friends
Bon Iver,Bon Iver
Carl Orff,Orff: Carmina Burana
Angus & Julia Stone,Down the Way
Christopher Larkin,Hollow Knight (Original Soundtrack)
Wilco,Yankee Hotel Foxtrot
Travi$ Scott,Don't Play (feat. The 1975 & Big Sean)
Julien Baker,guthrie
Takuya Kuroda,Fly Moon Die Soon
Andrew Lloyd Webber,The Phantom of the Opera
Adrianne Lenker,abysskiss
Mariachi Entertainment System,Contigo En La Distancia Social
Lion,Transformers The Movie
Felt,Crumbling the Antiseptic Beauty / The Splendour of Fear (Remastered Edition)
My Chemical Romance,Number One
Poe,Haunted
Right Away Great Captain!,The Bitter End
Rick Astley,The Best of Me
Rick Astley,Whenever You Need Somebody (Deluxe Edition - 2022 Remaster)
David Bowie,The Man Who Sold The World (2015 Remaster)
The 1975,A Brief Inquiry Into Online Relationships
Johann Sebastian Bach,Wow-Classics Feat. Mozart & Handel
Johann Sebastian Bach,Bach: Cello Suites Nos. 1 5 & 6
Erik Satie,Gnossienne No. 1
Wolfgang Amadeus Mozart,Piano Book (Deluxe Edition)
M.I.A.,Arular
Ludwig van Beethoven,The 50 Greatest Pieces of Classical Music
Claude Debussy,Debussy: Clair de Lune and Other Piano Favourites
Betoven Collection,Betoven - Best Piano Pieces
Erik Satie,Erik Satie & Friends
Bo Burnham,Inside
Taylor Swift,Red (Taylor's Version)
Daft Punk,Discovery
Manchester Orchestra,Simple Math
The 1975,Facedown EP
The 1975,Notes on a Conditional Form
A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service
John Williams,Jaws (The Collector's Edition Soundtrack)
Skatune Network,Greetings from Ska Shores
Skatune Network,Ska Goes Emo Vol. 1
Skatune Network,Ska Goes Emo Vol. 2
Adventure Time,Adventure Time Vol.1 (Original Soundtrack)
Manchester Orchestra,The Million Masks Of God
Eric Whitacre,Light & Gold
Of the Veil,Between Life and Death
The Mountain Goats,Dark in Here
Steven Universe,Steven Universe: Season 1 (Original Television Score)
Christopher Larkin,HOLLOW KNIGHT PIANO COLLECTIONS
Kevin Devine,She Stayed As Steam
Tigers Jaw,Tigers Jaw
Eichlers,NEW TONE
Eichlers,i may b cute but I'm dumb af
jer,BOTHERED / UNBOTHERED
Twain,Life Labors in the Choir
Perfect Pussy,I Have Lost All Desire For Feeling
Petrol Girls,Baby
Low,Double Negative
Jacques Brel,L'Homme De La Mancha (Vol.13)
Nathaniel Rateliff & the Night Sweats,Nathaniel Rateliff & The Night Sweats
Soccer Mommy,Sometimes Forever
Japanese Breakfast,Psychopomp
Japanese Breakfast,Soft Sounds From Another Planet
FKA twigs,killer
Echo & the Bunnymen,Ocean Rain
Angel Olsen,Burn Your Fire For No Witness (Deluxe Edition)
MUNA,MUNA
Paramore,brand new eyes
Manchester Orchestra,Mean Everything To Nothing
Bartees Strange,Farm to Table
EKKSTACY,Negative
EKKSTACY,Uncomparable
Bartees Strange,Live Forever (Deluxe Edition)
Bartees Strange,Live Forever
The Mountain Goats,The Sunset Tree
Death Cab for Cutie,Roman Candles
Jack Stauber's Micropop,Baby Hotline / Tea Errors
I DONT KNOW HOW BUT THEY FOUND ME,Choke
BØRNS,Dopamine
Waterparks,Double Dare
Drehz,Filters
Denzel Curry,Arcane League of Legends (Soundtrack from the Animated Series)
Jack Stauber's Micropop,Inchman / Two Time
The Dresden Dolls,Yes Virginia
NOAHFINNCE,Underachiever
blackbear,everything means nothing
The Brobecks,Violent Things
Mother Mother,O My Heart
Michael Jackson,Thriller 25 Super Deluxe Edition
Ezra Bell,Farewell Griffin
Finish Ticket,Dream Song
Julian Koster,The Singing Saw at Christmastime
Little Stranger,Me & You
Jester,Not Coming Home - EP
Hey Steve,Fuck a Bomb
Magic Bronson,Wildlife
Sean McVerry,Times New Roman
*repeat repeat,Floral Canyon
Brother Moses,Desperation Pop
The Zolas,Come Back to Life (Deluxe Edition)
I love you Honey Bunny,Cosmic Background Radiation
Super Whatevr,Don't You Wanna Be Glad?
The Polarity,Sugarcoat
Your Neighbors,1000
Mt. Joy,Orange Blood
Purity Ring,graves
grandson,Death Of An Optimist
Giacomo Puccini,Pavarotti Forever
Petula Clark,The Pye anthology
Bleachers,Stop Making This Hurt (A. G. Cook Remix) / How Dare You Want More (Verdine White of Earth Wind & Fire Remix)
Bleachers,Take the Sadness out of Saturday Night
The Mountain Goats,Training Montage
Charli XCX,how i'm feeling now
Murder By Death,Everything Must Rest
Kim Petras,Clarity
The Clash,London Calling (Remastered)
Left at London,Transgender Street Legend Vol. 1
Lucy Dacus,Thumbs Again
Youth Lagoon,The Year Of Hibernation Bonus Tracks
Youth Lagoon,The Year of Hibernation
Rina Sawayama,SAWAYAMA
American Football,Rare Symmetry / Fade into You
Modern Baseball,You're Gonna Miss It All
The Coup,Party Music
The Coup,Sorry To Bother You: The Soundtrack
Claud,Super Monster
Ennio Morricone,The Thing (Original Motion Picture Soundtrack)
Los Campesinos!,Romance Is Boring (Remastered)
Los Campesinos!,Hold On Now Youngster... (Remastered Deluxe Edition)
White Lies,To Lose My Life ...
Beach Bunny,Prom Queen
AWOLNATION,Megalithic Symphony
Kevin Reilly,As You Are (Original Motion Picture Score)
Owen Pallett,Has A Good Home
The Mountain Goats,Getting Into Knives
Dizzy,Baby Teeth
The Naked and Famous,Passive Me Aggressive You
Timber Timbre,Creep On Creepin' On
Vivian Girls,Vivian Girls
July Talk,Touch
The Mountain Goats,Tallahassee
Japanese Breakfast,Posing In Bondage
Mother tongues,Everything You Wanted
Justice,Justice
Nechochwen,Split with Panopticon
Akira Yamaoka,SILENT HILL2 (Original Soundtrack)
The Microphones,It Was Hot We Stayed in the Water
Kyle Dixon & Michael Stein,Stranger Things 3 (Original Score from the Netflix Original Series)
The Knife,Shaken-Up Versions
Julien Baker,Red Door / Conversation Piece
Julien Baker,Tokyo
Julien Baker,Spotify Sessions
Sky Ferreira,Don't Forget
Alan Howarth,The Thing: Music From The Motion Picture
Ólafur Arnalds,re:member – string quartets
The Mountain Goats,Transcendental Youth
JPEGMAFIA,Millennium Freestyle
King Woman,I Wanna Be Adored
jer,R/Edgelord
Panopticon,...and Again Into the Light
CHVRCHES,The Bones of What You Believe (Special Edition)
The Weeknd,Blinding Lights (Remix)
Harry Styles,Harry's House
Vince Staples,Vince Staples
Hovvdy,Everything
Florence + the Machine,Dance Fever (Deluxe)
Margot & the Nuclear So and So's,The Dust Of Retreat
Nechochwen,Kanawha Black
Ghost,Prequelle
Vince Staples,Ramona Park Broke My Heart
Frightened Rabbit,Pedestrian Verse
Lies,I
Let's Eat Grandma,Two Ribbons
Will Wood and the Tapeworms,Everything is a Lot (2020 Remastered Version)
Hovvdy,Covers 2
Hovvdy,Town
Hovvdy,Hide
Chumbawamba,Shhh
Chumbawamba,Pictures of Starving Children Sell Records
Roar,Diamond Destroyer of Death
Purity Ring,neverend
Awwful,Ride
mewithoutYou,A To B Life
Emma Ruth Rundle,Engine Of Hell
Twain,King of Fools
Jonathan Coulton,Solid State
Orville Peck,Bronco
My Chemical Romance,Number Four
My Chemical Romance,Number Three
My Chemical Romance,Number Two
Rina Sawayama,This Hell
Thursday,Punk Goes Acoustic
felicita,hej!
felicita,Cluck
Murder By Death,Never Be
Mick Gordon,DOOM (Original Game Soundtrack)
Julia Jacklin,Lydia Wears A Cross
Will Wood,Tomcat Disposables
Kevin Devine,Nothing's Real So Nothing's Wrong
Florist,Emily Alone
Florist,Spring in Hours
Fall Out Boy,Take This to Your Grave
Manchester Orchestra,Angel Of Death (Acoustic)
Twain,Rare Feeling
Mondomamba,Mondomamba
Syd,Broken Hearts Club
Kendrick Lamar,Mr. Morale & the Big Steppers
Lila Ravelle,New Years Eve
Lila Ravelle,Sweet Dreams
Lila Ravelle,Chloé
Lila Ravelle,Dear Friends
Harry Nilsson,Pussy Cats
Three Dog Night,The Best Of 3 Dog Night
Harry Nilsson,Aerial Ballet
Mogwai,Hardcore Will Never Die But You Will
Green Day,American Idiot
Park National,The Big Glad
The Smile,A Light for Attracting Attention
In Love With a Ghost,let's go
The Internet,Hive Mind
Neko Case,Furnace Room Lullaby
Caroline Polachek,So Hot You're Hurting My Feelings
King Princess,Cheap Queen (Deluxe)
Petal,Shame
Against Me!,Stabitha Christie
Field Mouse,Meaning
Kate Bush,The Sensual World (2018 Remaster)
Kate Bush,Lionheart (2018 Remaster)
Kate Bush,Never for Ever (2018 Remaster)
Kate Bush,50 Words for Snow (2018 Remaster)
Sigrid,How To Let Go
JPEGMAFIA,black ben carson
Timber Timbre,Sincerely Future Pollution
Cassieopia,THE CONSTELLATION
Little Dragon,Nabuma Rubberband
my bloody valentine,Feed Me With Your Kiss
my bloody valentine,You Made Me Realise
my bloody valentine,Tremolo
my bloody valentine,Glider
my bloody valentine,Isn't Anything
Norma Tanega,Walkin' My Cat Named Dog
Selena,Amor Prohibido
Selena,Entre a Mi Mundo
My Chemical Romance,May Death Never Stop You
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Whenever If Ever
The Microphones,Mount Eerie
Mount Eerie,A Crow Looked At Me
Against Me!,23 Live Sex Acts
Xiu Xiu,The Needle Drop LP
Brian Eno,Here Come the Warm Jets
Kara-Lis Coverdale,Grafts (Expanded Reissue)
Augustus Muller,Machine Learning Experiments (Original Soundtrack)
Xiu Xiu,A Promise
Girlpool,Forgiveness
Ayreon,1011001
Empty Country,Empty Country
Julien Baker,A Dreamer's Holiday
Rina Sawayama,SAWAYAMA (Deluxe Edition)
Disasterpeace,Hyper Light Fragments
Adrianne Lenker,songs
Blur,The Magic Whip
Disasterpeace,The Floor is Jelly
100 gecs,Doritos & Fritos
Disparition,Neukrk
Disparition,Palm in Mirror
The Dø,Shake Shook Shaken
Oi Va Voi,Laughter Through Tears
Archive,Take My Head
Molly Parden,290520
LP,Lost on You
Hovvdy,Taster
Hovvdy,Heavy Lifter
Common Holly,Playing House
Xiu Xiu,Dear God I Hate Myself (Deluxe Reissue)
Hop Along,Painted Shut
Tegan and Sara,F*****g Up What Matters
Milk & Bone,Bigger Love
Arcade Fire,Unconditional I (Lookout Kid)
Big Thief,Two Hands
Massive Attack,Heligoland
The Music Tapes,Mary's Voice
The New Pornographers,Challengers
feeble little horse,Hayday
Queen,A Night at the Opera
Florence + the Machine,Free
The Smile,Free In The Knowledge
Son Lux,Tomorrows I
José González,Veneer
Dylan Kanner,Timeless
Kevin Devine,Put Your Ghost To Rest
Soda Stereo,Dynamo (Remastered)
Brand New,3 Demos Reworked
Brand New,I Am a Nightmare
Kiasmos,Blurred
Kiasmos,Kiasmos
CJ The X,How To Party
K.D.Lang & The Reclines,Absolute Torch And Twang
k.d. lang,Hymns of the 49th Parallel
The Dismemberment Plan,Emergency & I
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered)
Jay Som,Everybody Works
Sharon Van Etten,Like I Used To
Angel Olsen,All The Good Times
Neko Case,Hell-On
BROJOB,WAP
A Tribe Called Quest,The Low End Theory
Kevin Devine,Between the Concrete & Clouds (10th Anniversary Edition)
Pinegrove,Skylight II
Phoebe Bridgers,Sidelines
Tomoko Aran,STAY IN MY EYES
Linkin Park,One Step Closer (100 gecs Reanimation)
The Weeknd,Beauty Behind the Madness
The Weeknd,Echoes Of Silence (Original)
The Weeknd,Starboy
The Weeknd,House of Balloons (Original)
Molchat Doma,этажи
Spoon,Lucifer On the Sofa
Lucinda Williams,Lucinda Williams (Deluxe Edition)
Kara-Lis Coverdale,Fireflight
100 gecs,mememe
Mal Blum,Ain't It Nice
Lady Lamb,Ripely Pine
Frances Quinlan,Likewise
Oceanator,Nothing's Ever Fine
Claud,Toast - EP
Brian Reitzell,Hannibal Season 2 Volume 2 (Original Television Soundtrack)
Snail Mail,Valentine
CHVRCHES,Do I Wanna Know? (triple j Like A Version)
CHVRCHES,Good Girls (John Carpenter Remix)
Soccer Mommy,Shotgun
Interpol,Toni
Thomas Dolby,The Golden Age Of Wireless
Kilo Kish,REDUX
Kilo Kish,AMERICAN GURL
Florence + the Machine,My Love
Florence + the Machine,Heaven Is Here
Florence + the Machine,King
Marshmello,Here With Me
Theodore Shapiro,Severance: Season 1 (Apple TV+ Original Series Soundtrack)
Brand New,Daisy
Coins Parallèles,Démo
Divide and Dissolve,Gas Lit (Expanded)
Geese,Projector
Wet Leg,Wet Dream
Wet Leg,Chaise Longue
Rodrigo Amarante,Drama
Franz Ferdinand,Always Ascending
Lorde,Pure Heroine
Lorde,Solar Power (Deluxe Edition)
José González,Far Away
Slowdive,Souvlaki
Hrysoula Stefanaki,Attik - Afieroma
Mort Garson,Mother Earth's Plantasia
Nelward,the sum of all our sirens
jer,Clout Chasers
Cinnamon Babe,Pure O
Flume,Sirens (feat. Caroline Polachek)
Mitski,LUSH
Ibaraki,Rōnin
Isaac Hayes,Hot Buttered Soul
Injury Reserve,Injury Reserve
Leonard Cohen,Songs of Leonard Cohen
José González,Vestiges & Claws
Japanese Breakfast,Spotify Singles
Oingo Boingo,Dead Man's Party
Nine Inch Nails,The Downward Spiral
Em Beihold,Numb Little Bug
Rebzyyx,all I want is you
Rebzyyx,I'm so crazy for youuu </3
Charli XCX,CRASH (Deluxe)
Denzel Curry,ZUU
Hatchie,Lights On
slowthai,TYRON
Girlpool,Nothing Gives Me Pleasure
Denzel Curry,Troubles [Feat. T-Pain]
Vince Staples,Summertime '06
Ibibio Sound Machine,Electricity
The Cure,Seventeen Seconds
Spielbergs,This Is Not The End
Spielbergs,Brother of Mine
Alice Glass,Alice Glass (Remixes)
Alice Glass,Alice Glass
Michelle,THE BOTTOM (Rosa Let's Eat Grandma Rework)
Let's Eat Grandma,Happy New Year
Let's Eat Grandma,Levitation
ROSALÍA,HENTAI
Mondomamba,Nido
Good Morning,Basketball Breakups
Good Morning,Out To Pasture / Misery
Good Morning,Barnyard
Nicholas Britell,Moonlight (Original Motion Picture Soundtrack)
Allie X,CollXtion II
Neutral Milk Hotel,On Avery Island
Julien Baker,Little Oblivions Livestream
The White Stripes,The White Stripes
Jherek Bischoff,Strung Out In Heaven: A Bowie String Quartet Tribute
Neil Gaiman,An Evening With Neil Gaiman & Amanda Palmer
brian david gilbert,Pumpkin Cowboy
Arcade Fire,The Lightning I II
Behwah,It Don't Even Matter
Mitski,bury me at makeout creek
Mitski,Laurel Hell
Beach House,7
Kevin Devine,How Can I Help You?
Nick Cave & the Bad Seeds,Peaky Blinders (Original Music From the TV Series)
M.I.A.,/\/\ /\ Y /\ (Deluxe Edition)
Arcade Fire,Everything Now
Arcade Fire,Funeral
Ghais Guevara,BlackBolshevik
Charli XCX,CRASH
Julee Cruise,The Art Of Being A Girl
Silversun Pickups,Carnavas
David Bowie,Aladdin Sane (2013 remaster)
Meg Myers,Thank U 4 Taking Me 2 The Disco
Mal Blum,You Look a Lot Like Me
Megan Thee Stallion,Sweetest Pie
Amanda Palmer,Theatre Is Evil
Waterparks,FANDOM
Christian Lee Hutson,Cherry
Montaigne,Complex
Montaigne,Now (In Space)
Montaigne,Technicolour
Montaigne,My Life Is Better With You (My Brother My Brother and Me Podcast Theme Song)
Montaigne,Always Be You
Pulp,Different Class
Kevin Devine,Override
The 1975,The 1975 (Deluxe Version)
Kilo Kish,Reflections in Real Time
Christy Altomare,Carrie: The Musical (Premiere Cast Recording)
Belzebubs,Pantheon Of The Nightside Gods
The Beatles,Abbey Road (Remastered)
Owen,L'Ami du Peuple
Gorillaz,Song Machine Episode 1
Gorillaz,Meanwhile EP
Pixies,Doolittle
Owen,Me
Rubio,Buena Suerte Muchacha
Tears for Fears,The Tipping Point
Vatican Shadow,Remember Your Black Day
Bauhaus,The Bela Session
The B-52's,Cosmic Thing
Glitch Gum,Kyoto
Frightened Rabbit,Sing The Greys
The Be Good Tanyas,Chinatown
Momma,Rockstar
Bad Books,III
Kevin Devine,No One's Waiting Up For Me Tonight
Beach House,Teen Dream
Childish Gambino,Kauai
Danger Mouse,30th Century Records Vol. 2
alt-J,This Is All Yours
alt-J,The Dream
James Blake,James Blake
Colin Stetson,Texas Chainsaw Massacre (Soundtrack from the Netflix Film)
Bambara,Birds
tricot,上出来
Orville Peck,Bronco: Chapter 1
Mal Blum,Stockpiled Guns & TV Dinners
Black Dresses,Forget Your Own Face
yet,Strangely Dim
Rammstein,Reise Reise
The Cure,Disintegration
Queen,Made in Heaven (Deluxe Remastered Version)
Queen,The Miracle (Deluxe Remastered Version)
Queen,A Day At The Races (Deluxe Remastered Version)
Queen,A Day at the Races
Christian Lee Hutson,Beginners
Polygon Dream,Ｚｅｌｄａｗａｖｅ ＩＩ //  近藤 浩治  //  MM
ABBA,Waterloo
ABBA,ABBA
ABBA,Arrival
ABBA,Voyage
Caroline Polachek,Billions
Hamilton Leithauser,I Had a Dream That You Were Mine
Haley Heynderickx,I Need to Start a Garden
Prurient,Frozen Niagara Falls
Kitty,Miami Garden Club (Deluxe Edition)
Slayyyter,All I Want for Xxxmas
Tommy Genesis,Tommy Genesis
Tommy Genesis,a woman is a god (BIA Remix)
